 N� do im�vel;UF;Cidade;Bairro;Endere�o;Pre�o;Valor de avalia��o;Desconto;Descri��o;Modalidade de venda;Link de acesso
1500000000330;GO;GOIANIA;SETOR BUENO;Rua T-55, N. 250, Apto 3505, ED. BUENO CLASS;650.000,00;820.000,00;20.73;Apartamento, 105.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000330
1500000000331;GO;LUZIANIA;JARDIM AMERICA;Rua P-9, N. SN, Apto 804, RES. JARDIM SUL;180.000,00;220.000,00;18.18;Apartamento, 50.00 de área privativa, 2 qto(s), 1 vaga, pronto para morar.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000331
1500000000332;GO;GOIANIA;SETOR AEROPORTO;Rua 20, N. 100, LT 153, QD 150;250.000,00;310.000,00;19.35;Terreno, 350.00 de área do terreno, comercial.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000332
1500000000333;GO;GOIANIA;SETOR OESTE;Rua 34, N. SN, Apto 2005, ED. OESTE LUXURY;480.000,00;600.000,00;20.00;Apartamento, 90.00 de área privativa, 3 qto(s), suíte, varanda gourmet.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000333
1500000000334;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Treze, N. 10, CS 154, LT 151;170.000,00;210.000,00;19.05;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), forro PVC.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000334
1500000000335;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Flamboyants, N. SN, LT 155, QD 152;130.000,00;160.000,00;18.75;Lote, 260.00 de área do terreno, plano.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000335
1500000000336;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Quarenta e Oito, N. 100, Apto 1801, RES. CIDADE VIVA III;250.000,00;310.000,00;19.35;Apartamento, 65.00 de área privativa, 2 qto(s), lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000336
1500000000337;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 70, N. 10, Apto 4504, ED. JARDIM SUL ICON;850.000,00;1.050.000,00;19.05;Apartamento, 140.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, cobertura linear.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000337
1500000000338;GO;GOIANIA;SETOR SUL;Rua 98, N. SN, CS 156, LT 153;320.000,00;400.000,00;20.00;Casa, 110.00 de área privativa, 220.00 de área do terreno, 3 qto(s), murada e gradeada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000338
1500000000339;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Luzia, N. 80, LT 157, QD 154;120.000,00;150.000,00;20.00;Lote, 200.00 de área do terreno, com asfalto.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000339
1500000000340;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Trinta e Sete, N. SN, Apto 502, RES. RIO VILLE;220.000,00;270.000,00;18.52;Apartamento, 55.00 de área privativa, 2 qto(s), 1 vaga.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000340
1500000000341;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-14, N. 10, CS 158, LT 155;240.000,00;300.000,00;20.00;Casa, 110.00 de área privativa, 220.00 de área do terreno, 3 qto(s), reformada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000341
1500000000342;GO;GOIANIA;SETOR MARISTA;Rua 152, N. SN, Apto 4203, ED. MARISTA VISTA;1.100.000,00;1.350.000,00;18.52;Apartamento, 170.00 de área privativa, 4 qto(s), 4 suítes, 4 vagas, alto padrão, cobertura duplex.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000342
1500000000343;GO;LUZIANIA;SETOR CENTRAL;Rua Vinte e Oito de Setembro, N. 100, LT 159, QD 156;150.000,00;190.000,00;21.05;Terreno, 280.00 de área do terreno, comercial.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000343
1500000000344;GO;GOIANIA;SETOR OESTE;Rua T-3, N. 5, Apto 2504, RES. OESTE VILLE;420.000,00;520.000,00;19.23;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000344
1500000000345;GO;GOIANIA;SETOR BUENO;Rua T-4, N. 20, CS 160, LT 157;400.000,00;500.000,00;20.00;Casa, 125.00 de área privativa, 260.00 de área do terreno, 3 qto(s), murada e gradeada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000345
1500000000346;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Vinte e Oito, N. SN, Apto 1403, RES. INDUSTRIAL VILLE II;240.000,00;300.000,00;20.00;Apartamento, 60.00 de área privativa, 2 qto(s), varanda ampla.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000346
1500000000347;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Dezoito, N. 50, LT 161, QD 158;120.000,00;150.000,00;20.00;Lote, 250.00 de área do terreno, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000347
1500000000348;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-21, N. SN, CS 162, LT 159;210.000,00;260.000,00;19.23;Casa, 95.00 de área privativa, 180.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000348
1500000000349;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-22, N. 50, Apto 3205, ED. ALTO DA GLORIA VISTA;750.000,00;940.000,00;20.21;Apartamento, 120.00 de área privativa, 4 qto(s), 3 suítes, 2 vagas, alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000349
1500000000350;GO;GOIANIA;SETOR AEROPORTO;Rua 22, N. SN, Apto 2003, RES. AEROPORTO PRIME;450.000,00;560.000,00;19.64;Apartamento, 88.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000350
1500000000351;GO;LUZIANIA;SETOR MANDUCA;Rua Quarenta, N. 10, LT 163, QD 160;100.000,00;125.000,00;20.00;Lote, 200.00 de área do terreno, plano, murado.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000351
1500000000352;GO;GOIANIA;SETOR SERRINHA;Rua C-272, N. 50, Apto 3001, RES. SERRINHA LUXURY;580.000,00;720.000,00;19.44;Apartamento, 100.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, varanda gourmet.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000352
1500000000353;GO;GOIANIA;SETOR CENTRAL;Rua 50, N. SN, Apto 2005, ED. CENTRAL PRIME;400.000,00;500.000,00;20.00;Apartamento, 85.00 de área privativa, 3 qto(s), suíte, varanda.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000353
1500000000354;GO;ANAPOLIS;CIDADE JARDIM;Rua Vinte e Oito, N. 10, CS 164, LT 161;220.000,00;270.000,00;18.52;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), edícula.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000354
1500000000355;GO;RIO VERDE;PARQUE DOS BURITIS;Rua das Samambaias, N. SN, LT 165, QD 162;140.000,00;175.000,00;20.00;Terreno, 280.00 de área do terreno, murado em 3 lados.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000355
1500000000356;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 28, N. 10, Apto 1504, RES. VILA VISTA;280.000,00;350.000,00;20.00;Apartamento, 70.00 de área privativa, 2 qto(s), lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000356
1500000000357;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-281, N. 50, Apto 4004, ED. NOVA SUÍÇA PLACE;800.000,00;1.000.000,00;20.00;Apartamento, 130.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, lazer alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000357
1500000000358;GO;GOIANIA;JARDIM AMERICA;Rua C-190, N. SN, CS 166, LT 163;380.000,00;470.000,00;19.15;Casa, 125.00 de área privativa, 260.00 de área do terreno, 3 qto(s), reformada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000358
1500000000359;GO;ANAPOLIS;VILA FABRIL;Rua Setenta, N. 5, LT 167, QD 164;110.000,00;135.000,00;18.52;Lote, 200.00 de área do terreno, plano.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000359
1500000000360;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Acácias, N. SN, Apto 1205, RES. PRIMAVERA VILLE;260.000,00;320.000,00;18.75;Apartamento, 65.00 de área privativa, 2 qto(s), varanda fechada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000360
1500000000361;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-19, N. 10, CS 168, LT 165;220.000,00;270.000,00;18.52;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), bom estado.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000361
1500000000362;GO;GOIANIA;SETOR BUENO;Rua T-5, N. 10, Apto 4201, ED. BUENO ICON;880.000,00;1.100.000,00;20.00;Apartamento, 140.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, lazer alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000362
1500000000363;GO;LUZIANIA;JARDIM AMERICA;Rua P-11, N. 100, LT 169, QD 166;150.000,00;185.000,00;18.92;Terreno, 260.00 de área do terreno, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000363
1500000000364;GO;GOIANIA;SETOR AEROPORTO;Rua 25, N. SN, Apto 2505, RES. RIO GRANDE VILLE;480.000,00;600.000,00;20.00;Apartamento, 90.00 de área privativa, 3 qto(s), suíte, varanda gourmet.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000364
1500000000365;GO;GOIANIA;SETOR OESTE;Rua 38, N. 10, CS 170, LT 167;420.000,00;520.000,00;19.23;Casa, 130.00 de área privativa, 280.00 de área do terreno, 3 qto(s), edícula.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000365
1500000000366;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Quinze, N. SN, LT 171, QD 168;130.000,00;160.000,00;18.75;Lote, 220.00 de área do terreno, próximo a avenida.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000366
1500000000367;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Crisântemos, N. 100, Apto 1803, RES. MONTE VERDE PRIME;300.000,00;370.000,00;18.92;Apartamento, 72.00 de área privativa, 2 qto(s), suíte, lazer completo.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000367
1500000000368;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Cinquenta, N. SN, CS 172, LT 169;250.000,00;310.000,00;19.35;Casa, 115.00 de área privativa, 240.00 de área do terreno, 3 qto(s), reformada.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000368
1500000000369;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 72, N. 50, Apto 5002, ED. JARDIM SUL LUXURY;950.000,00;1.200.000,00;20.83;Apartamento, 150.00 de área privativa, 4 qto(s), 4 suítes, 3 vagas, alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000369
1500000000370;GO;GOIANIA;SETOR SUL;Rua 100, N. 10, Apto 1504, ED. SUL VISTA;340.000,00;420.000,00;19.05;Apartamento, 75.00 de área privativa, 2 qto(s), suíte, varanda.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000370
1500000000371;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Rita, N. SN, LT 173, QD 170;140.000,00;175.000,00;20.00;Terreno, 260.00 de área do terreno, com asfalto e rede de água.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000371
1500000000372;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Trinta e Nove, N. 10, CS 174, LT 171;180.000,00;220.000,00;18.18;Casa, 85.00 de área privativa, 160.00 de área do terreno, 2 qto(s), forro PVC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000372
1500000000373;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-16, N. SN, Apto 2502, ED. OLIMPO PRIME II;350.000,00;440.000,00;20.45;Apartamento, 80.00 de área privativa, 3 qto(s), suíte, 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000373
1500000000374;GO;GOIANIA;SETOR MARISTA;Rua 154, N. 100, LT 175, QD 172;580.000,00;720.000,00;19.44;Terreno, 500.00 de área do terreno, comercial.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000374
1500000000375;GO;LUZIANIA;SETOR CENTRAL;Rua Trinta de Novembro, N. SN, Apto 601, RES. CENTRAL LUZ;160.000,00;200.000,00;20.00;Apartamento, 55.00 de área privativa, 2 qto(s), lazer básico.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000375
1500000000376;GO;GOIANIA;SETOR OESTE;Rua T-5, N. 10, Apto 2803, RES. OESTE LUXURY II;450.000,00;560.000,00;19.64;Apartamento, 88.00 de área privativa, 3 qto(s), suíte, varanda gourmet.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000376
1500000000377;GO;GOIANIA;SETOR BUENO;Rua T-6, N. SN, LT 176, QD 173;450.000,00;560.000,00;19.64;Terreno, 320.00 de área do terreno, plano, murado.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000377
1500000000378;GO;ANAPOLIS;VILA INDUSTRIAL;Rua Trinta, N. 50, CS 177, LT 174;160.000,00;200.000,00;20.00;Casa, 75.00 de área privativa, 140.00 de área do terreno, 2 qto(s), murada e gradeada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000378
1500000000379;GO;RIO VERDE;BAIRRO JARDIM PRESIDENTE;Rua Vinte, N. SN, Apto 1502, RES. RIO GRANDE;280.000,00;350.000,00;20.00;Apartamento, 68.00 de área privativa, 2 qto(s), suíte, varanda fechada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000379
1500000000380;GO;APARECIDA DE GOIANIA;SETOR PARQUE FLAMBOYANT;Rua T-23, N. 100, LT 178, QD 175;190.000,00;230.000,00;17.40;Lote, 300.00 de área do terreno, plano.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000380
1500000000381;GO;GOIANIA;SETOR ALTO DA GLORIA;Rua T-24, N. 10, Apto 3501, ED. ALTO DA GLORIA PRIME;820.000,00;1.020.000,00;19.61;Apartamento, 130.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, lazer completo.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000381
1500000000382;GO;GOIANIA;SETOR AEROPORTO;Rua 26, N. 50, CS 179, LT 176;390.000,00;480.000,00;18.75;Casa, 120.00 de área privativa, 250.00 de área do terreno, 3 qto(s), reformada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000382
1500000000383;GO;LUZIANIA;SETOR MANDUCA;Rua Quarenta e Cinco, N. SN, LT 180, QD 177;120.000,00;150.000,00;20.00;Terreno, 240.00 de área do terreno, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000383
1500000000384;GO;GOIANIA;SETOR SERRINHA;Rua C-274, N. 100, Apto 3505, RES. SERRINHA ICON;650.000,00;820.000,00;20.73;Apartamento, 105.00 de área privativa, 3 qto(s), 2 suítes, 2 vagas, alto padrão.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000384
1500000000385;GO;GOIANIA;SETOR CENTRAL;Rua 60, N. 5, CS 181, LT 178;350.000,00;440.000,00;20.45;Casa, 115.00 de área privativa, 240.00 de área do terreno, 3 qto(s), murada e gradeada.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000385
1500000000386;GO;ANAPOLIS;CIDADE JARDIM;Rua Trinta, N. SN, Apto 1804, RES. JARDIM NORTE II;270.000,00;330.000,00;18.18;Apartamento, 68.00 de área privativa, 2 qto(s), varanda fechada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000386
1500000000387;GO;RIO VERDE;PARQUE DOS BURITIS;Rua das Hortaliças, N. 50, LT 182, QD 179;100.000,00;125.000,00;20.00;Lote, 200.00 de área do terreno, com estrutura antiga.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000387
1500000000388;GO;APARECIDA DE GOIANIA;SETOR GARAVELO;Rua 30, N. SN, CS 183, LT 180;220.000,00;270.000,00;18.52;Casa, 100.00 de área privativa, 200.00 de área do terreno, 3 qto(s), bom estado.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000388
1500000000389;GO;GOIANIA;SETOR NOVA SUIÇA;Rua C-283, N. 10, Apto 4205, ED. JARDIM SUL ICON II;850.000,00;1.050.000,00;19.05;Apartamento, 140.00 de área privativa, 4 qto(s), 4 suítes, 3 vagas, lazer alto padrão.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000389
1500000000390;GO;GOIANIA;JARDIM AMERICA;Rua C-195, N. 50, Apto 2801, RES. AMERICA TOWER;450.000,00;560.000,00;19.64;Apartamento, 88.00 de área privativa, 3 qto(s), suíte, lazer completo.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000390
1500000000391;GO;ANAPOLIS;VILA FABRIL;Rua Setenta e Cinco, N. SN, LT 184, QD 181;140.000,00;175.000,00;20.00;Terreno, 260.00 de área do terreno, com muro de arrimo.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000391
1500000000392;GO;RIO VERDE;SETOR PRIMAVERA;Rua das Dálias, N. 10, CS 185, LT 182;190.000,00;230.000,00;17.40;Casa, 90.00 de área privativa, 170.00 de área do terreno, 3 qto(s), forro PVC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000392
1500000000393;GO;APARECIDA DE GOIANIA;SETOR MORADA DOS PAINÉIS;Rua X-21, N. SN, Apto 1803, ED. MORADA PRIME;350.000,00;440.000,00;20.45;Apartamento, 78.00 de área privativa, 3 qto(s), suíte, 2 vagas.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000393
1500000000394;GO;GOIANIA;SETOR BUENO;Rua T-7, N. 50, Apto 4504, ED. BUENO PLACE;750.000,00;940.000,00;20.21;Apartamento, 120.00 de área privativa, 4 qto(s), 3 suítes, 3 vagas, lazer alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000394
1500000000395;GO;LUZIANIA;JARDIM AMERICA;Rua P-13, N. 5, CS 186, LT 183;170.000,00;210.000,00;19.05;Casa, 80.00 de área privativa, 150.00 de área do terreno, 2 qto(s), murada e gradeada.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000395
1500000000396;GO;GOIANIA;SETOR AEROPORTO;Rua 28, N. 10, Apto 2801, RES. AEROPORTO VISTA;480.000,00;600.000,00;20.00;Apartamento, 95.00 de área privativa, 3 qto(s), suíte, lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000396
1500000000397;GO;GOIANIA;SETOR OESTE;Rua 40, N. SN, CS 187, LT 184;450.000,00;560.000,00;19.64;Casa, 140.00 de área privativa, 300.00 de área do terreno, 3 qto(s), edícula.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000397
1500000000398;GO;ANAPOLIS;VILA SANTA MARIA DE NAZARE;Rua Dezessete, N. 50, Apto 902, RES. NAZARÉ SUL II;240.000,00;300.000,00;20.00;Apartamento, 65.00 de área privativa, 2 qto(s), varanda ampla.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000398
1500000000399;GO;RIO VERDE;BAIRRO JARDIM MONTE VERDE;Rua dos Cactos, N. SN, LT 188, QD 185;120.000,00;150.000,00;20.00;Lote, 250.00 de área do terreno, de esquina.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000399
1500000000400;GO;APARECIDA DE GOIANIA;SETOR CIDADE LIVRE;Rua Cinquenta e Cinco, N. 10, Apto 1405, RES. CIDADE VIVA IV;280.000,00;350.000,00;20.00;Apartamento, 70.00 de área privativa, 2 qto(s), lazer completo.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000400
1500000000401;GO;GOIANIA;SETOR JARDIM GOIAS;Rua 74, N. 100, Apto 6001, ED. JARDIM ICON II;1.100.000,00;1.350.000,00;18.52;Apartamento, 170.00 de área privativa, 4 qto(s), 4 suítes, 4 vagas, cobertura duplex.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000401
1500000000402;GO;GOIANIA;SETOR SUL;Rua 102, N. SN, CS 189, LT 186;350.000,00;430.000,00;18.60;Casa, 115.00 de área privativa, 240.00 de área do terreno, 3 qto(s), reformada.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000402
1500000000403;GO;ANAPOLIS;VILA SANTA CATARINA;Rua Santa Rita, N. SN, Apto 1803, RES. ANAPOLIS SUL II;280.000,00;350.000,00;20.00;Apartamento, 70.00 de área privativa, 2 qto(s), suíte, varanda.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000403
1500000000404;GO;RIO VERDE;BAIRRO VILA AMERICANA;Rua Quarenta e Um, N. 50, LT 190, QD 187;130.000,00;160.000,00;18.75;Lote, 220.00 de área do terreno, com asfalto.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000404
1500000000405;GO;APARECIDA DE GOIANIA;SETOR JARDIM OLIMPO;Rua O-18, N. 100, CS 191, LT 188;280.000,00;350.000,00;20.00;Casa, 120.00 de área privativa, 250.00 de área do terreno, 3 qto(s), edícula.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000405
1500000000406;GO;GOIANIA;SETOR MARISTA;Rua 156, N. 50, Apto 5003, ED. MARISTA TOWER II;1.200.000,00;1.500.000,00;20.00;Apartamento, 180.00 de área privativa, 4 qto(s), 4 suítes, 4 vagas, lazer alto padrão.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000406
1500000000407;GO;LUZIANIA;SETOR CENTRAL;Rua Quinze de Janeiro, N. SN, LT 192, QD 189;110.000,00;135.000,00;18.52;Terreno, 200.00 de área do terreno, plano.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1500000000407
